 0.0,  0.0, -0.2, -0.2, -2.7, -2.7, -0.2, -0.2, 0.0, 0.0
-3.0, -0.7, -0.7, -0.9, -0.9,  0.9,  0.9,  0.7, 0.7, 3.0
