-0.6, -0.6, -0.89, -0.89, 7.0, 7.0, 2.75,  2.75, 2.05, 2.05
-2.0,  0.4,   0.4,  3.5, 3.5, 2.28, 2.28, 0.85, 0.85, -2.0
